folksong,mean.entropy,mean.productivity,mean.Simpsons.D,mean.Yules.K,mean.Sichels.S,mean.Honores.H,p.range,p.entropy,p.std,i.abs.range,i.abs.mean,i.abs.std,i.mode,i.entropy,d.range,d.median,d.mode,d.entropy,d.eq.trans,d.half.trans,d.dotted.trans,len,glob.duration,note.dens,tonalness,tonal.clarity,tonal.spike,int.cont.grad.mean,int.cont.grad.std,int.cont.dir.change,step.cont.glob.var,step.cont.glob.dir,step.cont.loc.var,mode,h.contour,int.cont.glob.dir,int.contour.class,Country
pawnee52,0.792077122323492,0.274919329036976,0.0406145776693444,381.130881520619,0.416138763197587,279.455249430844,10,0.445328509269305,2.91266914294657,5,1.83783783783784,1.67520336267162,4,0.539991801509364,0.375,2,2,0.397078461684297,0.378378378378378,0.351351351351351,0.135135135135135,38,13.5,2.81481481481482,0.88917998922871,1.2778668867985,0.206299332803986,2.36130190796857,4.96457220679267,0.666666666666667,3.03432794663713,-0.638104283289868,1.03030303030303,minor,descending,-1,bacc,pawnee
pawnee53,0.560179684047992,0.0918730289318525,0.0404590862193964,357.003334926283,0.161365546218487,361.882981923383,7,0.408077300650671,2.75909977691046,7,1.02666666666667,1.54196551766168,3,0.388481438647269,0.25,1,1,0.0220431385417498,0.973333333333333,0.0266666666666667,0,76,20.5,3.70731707317073,0.809647205488799,1.12135356646236,0.1829359581229,0.341463414634146,0.194412944898731,0,2.74602801450738,-0.31762929768249,1.01315789473684,major,descending,-1,cccc,pawnee
pawnee54,0.610411896412662,0,0.0106513269975656,-148.240740740741,0.598333333333333,0,7,0.417314619061397,2.59276219418336,4,0.560975609756098,1.04997096359387,3,0.261879595375417,0.125,2,2,0.129046372459811,0.707317073170732,0.292682926829268,0,42,11.5,3.65217391304348,0.706457395234032,1.06553118388178,0.168614320791137,0.972819472616633,1.23194790055984,0.5,2.53671015981299,-0.837737445293595,0.298701298701299,minor,descending,-1,bccc,pawnee
pawnee55,0.65771296803972,0.104666666666667,0.0367131215462592,266.133333333333,0.567272727272727,160.998620535943,7,0.349188091626707,3.01236766918631,7,0.948717948717949,1.71600389443672,4,0.326069051601508,0.25,1,1,0.133008787884411,0.692307692307692,0.307692307692308,0,40,12.5,3.2,0.894730619160841,1.18738916337329,0.216831894077571,1.13097584541063,2.32809397793986,0.25,3.00251277370462,-0.839861775460157,0.725490196078431,minor,descending,-1,bccc,pawnee
pawnee56,0.692062329539261,0.222222222222222,0.0421028008234047,362.754157218443,0.315824175824176,224.418149522559,8,0.481824642334539,2.98667252405707,7,0.872340425531915,1.27887554679876,4,0.443955750717541,0.375,2,3,0.385205036720925,0.191489361702128,0.106382978723404,0.340425531914894,48,13.5,3.55555555555556,0.919844473206728,1.38514025358824,0.238186276809321,1.5044363044363,2.56523385073629,0.4,2.80864712683087,-0.778284170514587,0.611940298507463,minor,descending,-1,cccc,pawnee
pawnee57,0.787298841666657,0.160481071903822,0.0194978964927503,182.169406852671,0.564041635151692,293.350995919787,7,0.421196212262331,2.49468190933027,7,1.48453608247423,1.85468664279315,4,0.507332534718165,0.375,4,2,0.433495089759207,0.350515463917526,0,0.247422680412371,98,27.5,3.56363636363636,0.903064884783579,1.74005042246277,0.26410778218529,2.05994796949941,3.4917433918196,0.315789473684211,1.43926980950101,-0.323232014366887,0.844444444444445,minor,convex,-1,ecbb,pawnee
pawnee58,0.822195214300438,0.410344416979412,0.0298371426543409,278.201189026381,0.310798867455214,275.213914016582,7,0.416683652358617,2.67712887763816,5,1.09302325581395,1.41107782999501,4,0.431917804345841,0.375,2,2,0.308200652939582,0.418604651162791,0.488372093023256,0.0465116279069768,44,14.5,3.03448275862069,0.754836756133017,1.04131744460342,0.178069427531766,0.618975139523085,0.723656805222678,0,2.67803411800076,-0.823471056790061,0.770491803278689,major,descending,-1,dccc,pawnee
pawnee59,0.842186308422456,0.479592142557617,0.0199591018026477,189.138992331383,0.139100655936356,317.840239250545,19,0.632728965518425,6.70808395460673,12,2.41428571428571,2.39257824152564,5,0.628858528256392,0.9375,3,2,0.554097477591825,0.257142857142857,0.0714285714285714,0.214285714285714,71,21.125,3.36094674556213,0.879136659891039,1.27201327621959,0.200331386897326,3.40889838717305,4.62098619061618,0.333333333333333,6.92021587489162,-0.461961546243157,2.02040816326531,minor,concave,-1,cbcd,pawnee
pawnee60,0.687985765191739,0.272680735655564,0.0598597931025775,525.262748300114,0.121212121212121,194.888526456164,16,0.587670328379331,5.87002068626192,7,1,1.57634021862302,5,0.384155794532421,0.875,2,1,0.353547483440785,0.0294117647058824,0.0882352941176471,0.411764705882353,35,9.125,3.83561643835616,0.774006301443842,1.17649192619092,0.217452796484666,2.86893056817869,3.47907124390967,0.4,5.90800709700624,-0.91272047759999,0.557377049180328,major,descending,-1,bbac,pawnee
pawnee61,0.882234896111825,0.66969278399619,0.0197880582644114,184.036889975751,0.0890850984764028,257.495174339812,19,0.690629257005273,5.87287906213923,12,2,2.99165506033032,5,0.496057333430604,1.375,1,1,0.409353668715755,0.268292682926829,0.0975609756097561,0.195121951219512,42,11.25,3.73333333333333,0.898266005012752,1.47977164184246,0.230893536335917,4.72192192192192,6.66912187931714,0.6,5.88343201767073,-0.894219815191269,1.12328767123288,major,descending,-1,bbbc,pawnee
pawnee62,0.847544543078824,0.622248677248677,0.0237420972053656,205.469471739313,0.0977880976952184,239.449387474744,12,0.474636436236953,4.34596306449827,7,1.70588235294118,2.06748876754423,6,0.554106584346809,1.75,3,2,0.308616984857933,0,0.0588235294117647,0.441176470588235,35,19.25,1.81818181818182,0.831300336112037,1.18623085135795,0.236002031159412,0.871323529411765,3.01144250623266,0.4,4.2716712351541,-0.830968542407558,0.983050847457627,major,descending,-1,cccc,pawnee
pawnee63,0.861938267825357,0.580846271827301,0.0298082059505253,280.579870330941,0.175417465231707,240.061638546975,15,0.527452429554471,5.39031188196694,7,1.38235294117647,1.82598592517316,5,0.473035210835414,1.375,4,4,0.428829370000537,0.558823529411765,0.205882352941176,0.0588235294117647,35,14,2.5,0.851015983091654,1.21023600459194,0.231523304817091,1.592965627498,3.23377000044394,0.333333333333333,5.44335281784344,-0.908336607758689,0.770491803278689,minor,descending,-1,ccac,pawnee
pawnee64,0.927531320886322,0.795294117647059,0.0117179912717438,106.758938869666,0.0793650793650794,236.992166761879,20,0.578196241385263,5.77481656861393,8,1.45945945945946,2.00824127859006,5,0.502861608865313,1.375,9,5,0.511220852267572,0.432432432432432,0.027027027027027,0.216216216216216,38,14,2.71428571428571,0.839616342496679,1.51829226546146,0.271416975270658,2.22189859434295,4.29142936356183,0.444444444444444,5.92379170507008,-0.917422814048333,0.805970149253731,minor,descending,-1,bcac,pawnee
pawnee65,0.837829408423737,0.654616537884904,0.0247935683033923,207.248270464805,0.0452485380116959,228.843427656677,12,0.488536445712927,4.65200269048268,8,1.61290322580645,2.34772825450248,4,0.454726925897092,0.875,2,1,0.435990310225626,0.0645161290322581,0.0967741935483871,0.32258064516129,32,8.75,3.65714285714286,0.75766112211134,1.05326732427873,0.206685877287553,1.3702782882331,0.884937419402323,0,4.52749258804571,-0.851978147213567,0.714285714285714,minor,descending,-1,cbbb,pawnee
pawnee66,0.797137208310387,0.420815760767041,0.0301085565988897,287.009247118257,0.170557021028656,316.079458946496,20,0.653814876781576,6.9096655679468,17,1.53623188405797,2.67108542678885,5,0.535541171894961,0.875,2.5,2,0.530065915477592,0.231884057971015,0.159420289855072,0.188405797101449,70,25,2.8,0.900142524811103,1.26916817577173,0.229761935893669,2.82312727272727,5.40730941163767,0.428571428571429,7.39195040056983,-0.466372518192462,1.27868852459016,minor,descending,-1,cbcb,pawnee
pawnee67,0.888851384951261,0.611904761904762,0.0238474029522623,227.368984630889,0.186085122308033,242.014635436277,17,0.595235547633889,5.09456037892824,5,1.6875,1.80389363823495,5,0.557725754820648,0.75,2,1,0.444059469892017,0.375,0.34375,0.0625,33,8.125,4.06153846153846,0.709341276697953,1.01798949897689,0.160062852022749,2.37166085946574,3.09251495804618,0.4,5.01211782101736,-0.914872327478396,0.782608695652174,major,descending,-1,cdcc,pawnee
pawnee68,0.871497922898614,0.685573685573686,0.0147080015501068,122.42005119498,0.061038961038961,246.441210891904,16,0.628099597073493,5.6270450827798,7,1.59090909090909,1.52983023557612,4,0.472074424094542,1.875,2,2,0.48897493452917,0.363636363636364,0.227272727272727,0.136363636363636,45,17.5,2.57142857142857,0.839676891275712,1.22536816557154,0.220790817963648,2.40680834317198,3.24150408060021,0.555555555555556,5.71402804946883,-0.937269525904368,0.830769230769231,major,descending,-1,bdec,pawnee
pawnee69,0.589525140181761,0.13244720487047,0.0172407983778439,127.930221752886,0.0169312169312169,403.177065971053,24,0.730130681977204,6.85825600143824,14,1.61481481481482,2.22598354979501,4,0.45236937343297,0.375,6,3,0.449060963898383,0.555555555555556,0.118518518518519,0.0814814814814815,136,37,3.67567567567568,0.865110745192603,1.15196234091695,0.180567228577145,3.16936936936937,5.81130800122673,0.941176470588235,6.70512715455346,-0.930636467921134,1.51428571428571,major,descending,-1,bccb,pawnee
pawnee70,0.891830081648566,0.706170598911071,0.0202195268280647,181.449375349737,0.0872549019607843,203.090038380027,21,0.591120934819631,5.24761213839973,12,2.36363636363636,2.79305144307017,5,0.561610359471879,0.75,1,1,0.387266896551125,0.333333333333333,0.0909090909090909,0.181818181818182,34,8.875,3.83098591549296,0.851499852587889,1.17041223927533,0.210610243219493,4.15077346895529,7.1607077869984,0.714285714285714,5.08017560161285,-0.803538404641594,1.14705882352941,major,descending,-1,eccc,pawnee
pawnee71,0.890538014044701,0.719306806806807,0.0144175192562289,126.376703201575,0.0671125975473802,247.498867720398,12,0.467967231947635,4.54356892575022,12,1.60975609756098,2.42773607276911,3,0.424236000789698,1.1875,4,4,0.558292174997381,0.170731707317073,0.170731707317073,0.24390243902439,42,15,2.8,0.786613174014493,1.09263626688371,0.20814125911107,2.188329004329,5.36742902343924,0.222222222222222,4.56622203048796,-0.749345264762238,0.970588235294118,major,descending,-1,cdcc,pawnee
pawnee72,0.865290392752932,0.685261416568717,0.0168804876305126,153.494556529173,0.054453781512605,278.238816632103,12,0.459286429688755,3.96227092492738,12,2.31034482758621,2.92122839189344,6,0.480610196705432,0.875,4,4,0.450976533018712,0.327586206896552,0.379310344827586,0.0344827586206897,59,31,1.90322580645161,0.894076996780211,1.24364708978934,0.220462802392336,1.80234604105572,2.65123926041308,0.461538461538462,4.49137103712257,-0.329218939191266,2.06896551724138,major,descending,-1,addb,pawnee
pawnee73,0.583741042531592,0.102142857142857,0.0602616334424115,421.238662131519,0,266.555434007813,12,0.552514763054919,2.94506147589048,7,1.64516129032258,1.6237484841517,1,0.479755553696712,0.5,2,2,0.306575912454786,0.645161290322581,0.225806451612903,0,32,13.25,2.41509433962264,0.805353505722344,1.14533201989648,0.186355824748376,3.54747474747475,4.17394197351618,0.625,3.14312277507907,-0.48378178987439,0.927272727272727,major,horiz-desc,-1,dcbb,pawnee
pawnee74,0.896697866716148,0.788095238095238,0.0107598937010702,57.831002771479,0.043956043956044,171.185795446269,12,0.478839651118849,3.94568385107469,12,1.52631578947368,2.75617329427418,3,0.394213112554976,0.25,1.5,2,0.218104291985532,0.68421052631579,0.315789473684211,0,20,7,2.85714285714286,0.646996141988739,1.05801296278622,0.145291491337355,3.08376575240919,5.6073736467967,0,4.08331315572093,-0.0808098494739992,0.491525423728814,major,concave,1,bbbe,pawnee
pawnee75,0.872985088399323,0.644670499778859,0.0322979016167871,297.730215871042,0.16,207.070153056863,9,0.403568627425865,2.87417284887625,5,1.31818181818182,1.75625043328552,3,0.405282571677006,0.375,2,2,0.329422409576304,0.409090909090909,0.227272727272727,0.181818181818182,23,5.75,4,0.683907350244387,1.2165722527487,0.167587277667673,2.9437386569873,4.22601189653391,1,2.95074904824621,-0.77502833140717,0.439393939393939,major,descending,-1,ccca,pawnee
pawnee76,0.680395466663281,0.313323858432775,0.0452922939037096,365.575764924374,0.255155955155955,259.898542132844,7,0.365852781471065,3.22727789021106,7,0.67741935483871,1.51409151582048,3,0.239184803497994,0.25,2,3,0.340521459927658,0.193548387096774,0.0645161290322581,0.354838709677419,32,7.625,4.19672131147541,0.841502459270796,1.06193327303797,0.195795211907125,0.912955465587044,1.02372966300738,0,3.18088911399872,-0.4612493304519,0.333333333333333,minor,descending,-1,bccc,pawnee
