folksong,mean.entropy,mean.productivity,mean.Simpsons.D,mean.Yules.K,mean.Sichels.S,mean.Honores.H,p.range,p.entropy,p.std,i.abs.range,i.abs.mean,i.abs.std,i.mode,i.entropy,d.range,d.median,d.mode,d.entropy,d.eq.trans,d.half.trans,d.dotted.trans,len,glob.duration,note.dens,tonalness,tonal.clarity,tonal.spike,int.cont.grad.mean,int.cont.grad.std,int.cont.dir.change,step.cont.glob.var,step.cont.glob.dir,step.cont.loc.var,mode,h.contour,int.cont.glob.dir,int.contour.class,Country
sioux060,0.82547770941358,0.521444777444778,0.0165631306807777,152.080567456125,0.122659884352854,328.647798771684,15,0.592752141244656,4.03902531437921,12,1.54761904761905,1.74525009016564,3,0.499859806149686,1.9375,6,6,0.623235881669711,0.0714285714285714,0.119047619047619,0.273809523809524,85,35,2.42857142857143,0.836249623023276,1.13252365727846,0.198545220928297,1.89135608251398,2.49225892052858,0.6,3.96377035281259,-0.510644762522501,1.2,major,descending,-1,cebc,sioux
sioux061,0.720768778124841,0.19014862597867,0.0265458245921062,242.547107728419,0.346603174603175,368.888934486423,15,0.587587193770565,4.89872109375808,15,1.0253164556962,2.05048264202323,3,0.316754007861438,0.9375,4,4,0.559753353326559,0.291139240506329,0.139240506329114,0.20253164556962,80,22.25,3.59550561797753,0.816530282467233,1.57687059191284,0.201056059989127,0.67702091231503,1.07909447391976,0,4.89719546722002,-0.563541218433033,1.19117647058824,minor,descending,-1,bccb,sioux
sioux062,0.904393152619601,0.750676132521974,0.017584046021298,163.50958151557,0.0670289855072464,230.353552521776,19,0.614026573775791,5.12199353902025,7,1.42105263157895,1.82522236997516,5,0.506465917245249,1.375,2,1,0.516874118763945,0.131578947368421,0.105263157894737,0.210526315789474,39,14.125,2.76106194690265,0.740407644129301,1.05290143333973,0.171997882750759,2.55810874704492,4.10308965608612,0.6,5.32565785410097,-0.904081123175016,0.72,minor,descending,-1,ecbb,sioux
sioux063,0.911655748937183,0.74630467571644,0.0204060129756724,198.760604137234,0.107210031347962,255.224310248821,19,0.64629604275908,6.06866975890978,5,1.41860465116279,1.51551591309197,5,0.54856243393007,0.9375,6,6,0.607428599716592,0.27906976744186,0.209302325581395,0.0930232558139535,44,14.625,3.00854700854701,0.777826261299468,1.00692011995911,0.218301040152989,2.53424657534247,2.98202244804574,0.285714285714286,6.21657957409744,-0.857203754336401,0.893939393939394,minor,descending,-1,cdcc,sioux
sioux064,0.730730950632913,0.366777777777778,0.0338791976560739,297.130423280423,0.123859649122807,288.29060926732,16,0.56039732083147,4.81532417795267,5,0.897959183673469,1.27875098499773,5,0.417901901372641,2.125,2,2,0.429087874575976,0.448979591836735,0.102040816326531,0.0408163265306122,50,23,2.17391304347826,0.751796675067739,1.39235487011536,0.200948971347894,0.953024167100413,0.999282036067314,0.4,4.74914876615211,-0.831844859389614,0.611111111111111,major,descending,-1,cccc,sioux
sioux065,0.881208160707482,0.664030101530102,0.0180228991106253,165.951264878876,0.115561450044209,266.349430835451,20,0.6954525268072,5.47173377370343,12,1.21739130434783,2.02114426862344,5,0.505111708458504,1.875,9,3,0.617551811056417,0.260869565217391,0.0652173913043478,0.217391304347826,47,21.5,2.18604651162791,0.883200906942119,1.40384373399075,0.227494314861911,1.86046511627907,2.35063527114545,0.4,5.17474438318812,-0.889185850513253,0.736842105263158,major,descending,-1,ccbc,sioux
sioux066,0.862875788960291,0.574889114670992,0.0170953732818294,160.482445776258,0.157837301587302,306.910181599221,19,0.673976706968548,5.46845158193457,5,1.46153846153846,1.55198384210463,5,0.506837101272951,1.125,4,1,0.506844446511551,0.246153846153846,0.0307692307692308,0.230769230769231,66,20.25,3.25925925925926,0.779659279760605,1.05007114434778,0.165064370345085,1.3157740980282,1.89729326091823,0.1,5.9154861418987,-0.905695838672578,1.32835820895522,minor,descending,-1,bccc,sioux
sioux067,0.724641044947558,0.208437217349235,0.0332728582245866,309.833506463856,0.301152882205514,341.659528473979,22,0.662377821390218,5.87060843688857,5,1.46969696969697,1.52133238131981,4,0.490529981726162,1,1,1,0.229308406186772,0.590909090909091,0,0.0454545454545455,67,26.25,2.55238095238095,0.706998752417803,1.16736685014227,0.164426557559388,1.72860870583975,2.54651742149971,0.5,5.91910925239066,-0.873638145768415,1.1547619047619,minor,descending,-1,ccbc,sioux
sioux068,0.790613274770632,0.440275689223058,0.0246457980130297,211.989337029569,0.198823529411765,272.662280840673,21,0.571676510932642,6.0678419288705,9,1.4468085106383,2.10391468084469,3,0.42159848329204,0.75,1,1,0.283009138492028,0.212765957446809,0,0.276595744680851,48,22,2.18181818181818,0.778276945276407,1.20254471961274,0.191172467289106,1.55180766945473,2.29830333514625,0.3,6.03219064218481,-0.862623693811706,0.957746478873239,major,convex,-1,ecbb,sioux
sioux069,0.759877720447081,0.48582194197198,0.0256449923291634,213.398433405232,0.104197994987469,271.597047353693,19,0.535658121537388,6.25516257370897,7,0.78,1.66953494685661,4,0.250071951000224,1.4375,12,2,0.633871325719338,0.18,0.04,0.22,51,15.625,3.264,0.896341892492912,1.39159174758337,0.252659357719043,1.21794871794872,1.44573758153867,0,6.34374752578889,-0.920004889926141,0.672413793103448,minor,descending,-1,cbbc,sioux
sioux070,0.883434840842573,0.661019138755981,0.0101579040043807,88.7812738597877,0.1352481117187,298.224219696292,15,0.579385998468092,5.09634827424664,7,1.36065573770492,1.74196045578199,5,0.4875621692514,0.875,4,1,0.48207933674921,0.426229508196721,0.213114754098361,0.0983606557377049,62,13.625,4.55045871559633,0.851539919642423,1.33731360863645,0.223662358861477,3.24843323079198,4.25750180085277,0.785714285714286,5.45632685593931,-0.910409030273101,1.06410256410256,minor,descending,-1,bbbb,sioux
sioux071,0.890468463920086,0.705555555555556,0.0173021781086297,159.77237654321,0.0684615384615385,263.352468102474,19,0.615852106595677,6.18119633733443,5,1.55813953488372,1.72243357161833,6,0.534006389854454,1.8125,3,2,0.654817773917594,0.186046511627907,0.186046511627907,0.0465116279069768,44,15.625,2.816,0.857343721305786,1.2326223027119,0.221142322414069,2.00369601908063,2.58745974657466,0.428571428571429,5.17361865296718,-0.921841625847198,0.5,major,descending,-1,ccbc,sioux
sioux072,0.854760707862447,0.560490046286526,0.0130743642242277,115.214797962515,0.191038961038961,303.779012585206,16,0.574908239496142,4.52700779800241,7,1.47619047619048,1.85661105466248,4,0.477329194952822,0.9375,3,2,0.579199735575976,0.126984126984127,0.111111111111111,0.26984126984127,64,18,3.55555555555556,0.886603636285078,1.29964275923412,0.221146199628689,2.09857154824881,3.36944486874169,0.375,4.75727336103885,-0.326073806501531,1.09259259259259,major,horiz-desc,-1,eccc,sioux
sioux073,0.715453208130029,0.168439153439153,0.0211824435859394,188.533254637017,0.472694197256211,377.092489497295,19,0.575513387883,4.44941045906179,7,0.752808988764045,1.5687350062768,5,0.318975623777321,0.875,9,5,0.518405486694054,0.314606741573034,0,0.168539325842697,90,29.625,3.0379746835443,0.877938885784843,1.36879184643402,0.246756969648964,0.977742448330684,1.16591405214826,0.333333333333333,4.30737478036668,-0.742729033565853,0.948275862068965,minor,descending,-1,bccc,sioux
sioux074,0.73559390867421,0.257176870748299,0.0274747770505098,244.74860012032,0.291172595520422,323.754527656432,19,0.617757342174906,5.89778960043667,5,0.693548387096774,1.28788439657128,4,0.304587394170425,1.375,6,3,0.51431971751775,0.32258064516129,0.17741935483871,0.17741935483871,63,28.25,2.23008849557522,0.76205572524252,1.05733110066278,0.216717836696863,0.671574382060551,0.375778792354294,0,6.06786255136383,-0.927033485162015,0.589041095890411,minor,descending,-1,cccc,sioux
sioux075,0.571792650691869,0.207559688452183,0.0272399030515496,200.034908673647,0.099484004127967,333.337259504079,12,0.49471389071802,3.86738706494545,5,0.383561643835616,1.10088521182705,4,0.17669254971446,1.375,2,2,0.332218456525089,0.520547945205479,0.383561643835616,0,74,27,2.74074074074074,0.741636787657646,1.04869998563723,0.169243579755818,0.444444444444444,0,0,4.06359358115361,-0.870190988249043,0.378378378378378,major,descending,-1,cccc,sioux
sioux076,0.761308635135832,0.455833333333333,0.0324685579706319,289.895833333333,0.12046783625731,273.119821683039,19,0.546768558496633,5.4195413617232,5,0.963636363636364,1.47778157514512,4,0.370777174808116,1.375,2,2,0.431659530108962,0.4,0.236363636363636,0,56,21,2.66666666666667,0.848997709380958,1.34225292156901,0.239627745996851,0.907490613651751,0.375297600640076,0,4.8633134503478,-0.819243168095073,0.854838709677419,minor,descending,-1,cccb,sioux
sioux077,0.868937704231522,0.664264507422402,0.0143766968073576,120.213493689856,0.0930815850815851,258.135777697807,12,0.49731516089037,3.88189460071457,8,1.46341463414634,2.12246979926229,5,0.448592633882733,1.75,1,1,0.323884022714925,0.585365853658537,0.268292682926829,0.024390243902439,42,16,2.625,0.725782300124918,1.02466838293526,0.181368852433446,3.33522727272727,3.82220087829393,0.888888888888889,3.99904415138774,-0.761887765504004,0.857142857142857,minor,descending,-1,bbbb,sioux
sioux078,0.829225266195926,0.434348296295558,0.0168250709641192,151.411764658254,0.294913273001508,315.455106422366,15,0.587957777332482,3.66781741849081,7,1.1875,1.6122054302124,4,0.478387315854121,0.8125,18,8,0.588357074215304,0.3125,0,0.15625,65,20.625,3.15151515151515,0.871268908668818,1.40768429453527,0.24253113521994,2.01297568923028,3.0969838147906,0.538461538461538,3.59925222628526,-0.404622072753855,0.732394366197183,major,descending,-1,bccb,sioux
sioux079,0.75906410764579,0.348003591650155,0.0329733139393624,290.23976818989,0.231221001221001,220.44873599357,15,0.617106472544408,4.67812231028055,5,1.16666666666667,1.39540476978715,5,0.490818548017928,0.875,3,1,0.440762602613495,0.0238095238095238,0.142857142857143,0.261904761904762,43,14,3.07142857142857,0.8122166004649,1.46103406126289,0.203555222750307,2.44897959183673,3.73141744776723,0.461538461538462,4.81577675876876,-0.952226752774948,0.690140845070423,minor,descending,-1,bdbc,sioux
sioux080,0.726687562869394,0.264813108749649,0.0200727537694171,184.595712322585,0.205048685048685,388.701271433213,15,0.551976465603732,4.77542565686274,12,1.11214953271028,2.03426822781856,4,0.377966073018535,0.75,1,1,0.25173017069701,0.672897196261682,0.317757009345794,0,108,39,2.76923076923077,0.884594220771134,1.35403652775732,0.212256241840369,1.00060791231298,1.02717926366885,0.5,5.30605835994563,-0.409579415115503,1.59574468085106,minor,descending,-1,ccbc,sioux
sioux081,0.811022765723218,0.507659679223288,0.0127326094936729,112.51463242619,0.137414441901856,345.339384403605,14,0.526742720723032,4.96137823937482,12,1.77142857142857,2.64305018599993,5,0.434916400171191,0.5417,4,3,0.444173098916486,0.447619047619048,0.0952380952380952,0.180952380952381,106,25,4.24,0.805492176281801,1.01944294952563,0.204294579338426,3.02925554207525,4.33636214841317,0.666666666666667,5.94147594151793,-0.639127846477616,2.125,major,descending,-1,bcbb,sioux
sioux082,0.891639062605599,0.725483803552769,0.0181300940438872,164.037339779811,0.0992424242424242,240.469273582979,8,0.34563698752572,1.82574185835055,5,1.10526315789474,1.46655458858805,3,0.401493064276683,1.625,2,2,0.395231483507138,0.473684210526316,0.263157894736842,0.0263157894736842,39,11.875,3.28421052631579,0.617695896632684,1.11232165646621,0.167931935163448,0.842737094837935,0.877216490971194,1,2.02146222418563,-0.565544204419691,0.666666666666667,minor,convex,1,cccc,sioux
sioux083,0.73918832799531,0.0930022343292731,0.0223864690470446,206.876233295865,0.532585315293226,403.495354712057,12,0.485814361295879,3.99123825621441,12,1.4375,1.97783773481627,4,0.474975420140891,1.1041,8,3,0.553941794018641,0.333333333333333,0.104166666666667,0.208333333333333,97,26.25,3.6952380952381,0.913945663244571,1.38622300027387,0.237325415754542,2.81209934781051,5.51457742248666,0.608695652173913,3.91154318243161,-0.664986860884235,1.25,minor,descending,-1,ccbc,sioux
sioux084,0.839408736082356,0.380534044902466,0.0213013374345961,207.8381275736,0.307268735971423,347.472448834322,16,0.60609472171053,4.84899632368418,12,1.75903614457831,1.92917498761102,6,0.679421494139047,0.875,2,1,0.465377424165374,0.265060240963855,0.240963855421687,0.144578313253012,84,23.75,3.53684210526316,0.854274877642107,1.15844967942469,0.229772253229295,1.4198638747995,4.2270116263916,0.2,4.94694233411333,-0.705145858445913,1.3448275862069,minor,descending,-1,ccbc,sioux
sioux085,0.812001686297627,0.420163599558336,0.0214713507301965,193.22720811057,0.286871794871795,299.932111977367,14,0.486221921137067,3.20222122584009,9,1.09090909090909,1.76669525419981,4,0.386690685777159,1,6,1,0.478187734233668,0.436363636363636,0.236363636363636,0,56,15.5,3.61290322580645,0.779291661257645,1.03575507283696,0.174685030203839,0.774193548387097,0.840390450613235,0,3.83625900023488,-0.540216645260995,0.872727272727273,major,descending,-1,bccc,sioux
sioux086,0.792962160987596,0.400219583284099,0.0393594470046083,365.376474960521,0.232718017276841,260.099340578289,16,0.543434779221679,5.74933718343084,4,1.3,1.68248899870675,5,0.436938645161608,1.75,2,2,0.526655505319419,0.25,0.15,0.125,41,15.5,2.64516129032258,0.625326663937437,1.03156780368355,0.201586778526719,1.28818445698012,1.26890940032507,0.25,5.91237929739195,-0.943901070781853,0.666666666666667,major,descending,-1,ccbc,sioux
sioux087,0.82843273791731,0.433104673104673,0.0398848210612917,368.121841774855,0.334643134643135,225.976265790908,12,0.537595039783385,3.89237391737275,7,1.31034482758621,1.67125804359347,5,0.52800897101554,1.875,2,2,0.363603616972355,0.551724137931035,0.0689655172413793,0,30,13.5,2.22222222222222,0.928951163877367,1.40279792095894,0.216816625714484,0.888888888888889,1.34201155914382,0,3.41532348743271,-0.777677115073614,0.603174603174603,minor,descending,-1,bccc,sioux
sioux088,0.867393988128269,0.554883963685421,0.0137003210399799,129.802021310934,0.169850193665983,332.255152092578,19,0.597273523598777,5.48829280611816,17,2.03488372093023,2.49916538736013,6,0.611828402367719,0.9375,4,4,0.52632410572058,0.36046511627907,0.244186046511628,0.0813953488372093,87,27.25,3.19266055045872,0.818469603104688,1.035465274443,0.190061867269297,1.47903700857984,2.4627521936052,0.333333333333333,5.14371547208911,-0.768447191840679,1.36923076923077,minor,descending,-1,cbdb,sioux
sioux089,0.791705208576518,0.274237335005396,0.0184573890823356,168.1547857257,0.42374945103206,347.721719258147,13,0.488226507312472,3.8606341490631,12,1.73170731707317,2.30966183451655,6,0.554773484072741,0.875,2,2,0.425534602805943,0.402439024390244,0.268292682926829,0.0731707317073171,83,27,3.07407407407407,0.846877353308907,1.16857649050839,0.20574148459959,2.19624212486372,3.29144781829984,0.421052631578947,3.9122614270629,-0.599493472855881,1.70666666666667,minor,descending,-1,ccbc,sioux
sioux090,0.719227450409033,0.0998883710101951,0.0299615361438462,274.270537427872,0.534772727272727,362.300070818231,12,0.466830309640025,2.87079780530576,7,1.15384615384615,1.49524721560157,4,0.441346841404202,0.875,2,2,0.486710774961588,0.269230769230769,0.307692307692308,0.0897435897435897,79,25.5,3.09803921568627,0.873005951629655,1.49150002737255,0.206627239605891,0.469136111563161,0.453876746022778,0,3.27131357978923,-0.598295682503993,1.24242424242424,minor,descending,-1,cccc,sioux
sioux091,0.847623105017606,0.592943823417961,0.0362274976217919,349.699311094003,0.0668065090261887,262.655683529997,13,0.574413103987109,4.20289137080917,9,1.32432432432432,1.7168131661446,4,0.495294798929563,1.1875,6,2,0.525682722106079,0.162162162162162,0.0540540540540541,0.243243243243243,38,13.25,2.86792452830189,0.835907939602628,1.08687314000318,0.203243249690154,0.981195516811955,1.59339099387433,1,4.12395918232396,-0.836993334641754,0.710144927536232,major,convex,-1,cccc,sioux
sioux092,0.724821202576377,0.317671528381468,0.0240416879938189,205.508192462664,0.270388471177945,316.334630422381,9,0.373023522070824,2.4377088100149,5,0.492307692307692,1.20056076641133,3,0.226812353688276,1.875,6,3,0.559140908186871,0.353846153846154,0.261538461538462,0.0461538461538462,66,28,2.35714285714286,0.817489095376022,1.23067388484634,0.244967818330977,0.498665470965443,0.542221489752964,0.666666666666667,2.51562425346382,-0.214839423393922,0.5,major,desc-horiz,-1,cccc,sioux
sioux093,0.829771185425903,0.459058400334531,0.0126575847963913,113.805673314262,0.203159473358102,352.978682252975,15,0.578570226100645,4.98049416512574,15,1.29761904761905,2.04043322770956,4,0.441330136729959,2.75,9,1,0.527727232157794,0.238095238095238,0.154761904761905,0.19047619047619,85,32.5,2.61538461538462,0.844513608440493,1.34074068968173,0.228232896778338,1.69349105132156,2.0894046127232,0.636363636363636,4.84186007878753,-0.527718780812892,1.44642857142857,minor,descending,-1,ccdb,sioux
sioux094,0.606517498083461,0.219845549195146,0.0269897862768373,212.621756474685,0.185740636175419,340.730435779945,16,0.576197813023152,5.52106531044165,5,0.756756756756757,1.34277172766817,4,0.330702331753673,1.5,2,1,0.221469920287873,0.527027027027027,0,0.162162162162162,75,56.5,1.32743362831858,0.738067302320529,1.40961026124647,0.202739362410091,0.283185840707965,0,0,5.58130855110072,-0.885475825501019,0.608695652173913,major,descending,-1,cccc,sioux
sioux095,0.902695145903079,0.739206349206349,0.0113570160332145,99.3398841017889,0.0754351395730706,251.797410754708,11,0.479667374830512,3.19733654670693,5,1.34042553191489,1.86823092028471,5,0.496991908702812,1.4167,4,2,0.567706602740776,0.191489361702128,0.127659574468085,0.212765957446809,48,12.125,3.95876288659794,0.775965136705807,1.14341212748461,0.227057983814796,1.0476326589873,1.5802814393125,0.5,3.04144382119805,-0.564976449997104,0.875,minor,descending,-1,bccc,sioux
sioux096,0.834286021277309,0.59240847990848,0.0151773369023566,122.861179136763,0.156333000333,269.787225224969,11,0.485960162527216,3.47862509656361,7,1,1.63299316185545,4,0.392865072723637,0.4375,4,2,0.446300464839288,0.152173913043478,0.195652173913043,0.282608695652174,47,11.625,4.04301075268817,0.755981274218783,1.04474821380815,0.180742277296804,0.863905674281503,1.70008659399935,0,3.43815292306611,-0.870252490785328,0.686567164179104,minor,convex,-1,ccbc,sioux
sioux097,0.853897573026662,0.551824522122227,0.017748369796204,163.439550353412,0.185041135335253,298.427372945897,12,0.54748995870839,3.54651048881525,7,1.57377049180328,2.0692914761132,6,0.5223988764454,2.375,12,5,0.57084773519661,0.327868852459016,0.114754098360656,0.19672131147541,62,34,1.82352941176471,0.888931090624305,1.23216963933945,0.21946417741304,0.820352647525995,1.59732323336068,0.142857142857143,3.4952238643256,-0.409591775754846,0.967741935483871,minor,convex,1,ecbc,sioux
sioux098,0.865146089930658,0.67011004784689,0.0112897157142655,96.0355663205737,0.103738738738739,295.329935059361,12,0.497854685062591,3.54587671402624,10,1.24590163934426,2.10282141978278,4,0.403765343397053,0.4375,12,5,0.587060207401009,0.245901639344262,0.147540983606557,0.245901639344262,62,16,3.875,0.752876998045749,1.00679334072981,0.162597586837976,1.12716599190283,2.37838704741413,0.4,3.87797504842289,-0.65906769750735,1.17460317460317,minor,descending,-1,cccb,sioux
sioux099,0.875694193494708,0.725430384355334,0.0113466444065077,84.9390254999784,0.0389813664596273,245.575869334413,12,0.500855825976442,3.96036120675239,12,1.2093023255814,2.19911388577616,4,0.410912404055783,0.375,5,1,0.451371276093098,0.348837209302326,0.209302325581395,0.116279069767442,44,10.5,4.19047619047619,0.804970243394517,1.1115351603763,0.186957719467193,1.29726443768997,2.08018637982243,0,4.12735946506312,-0.484935353779034,0.8125,major,convex,1,cccc,sioux
sioux100,0.739826387319135,0.329950265251989,0.0281101699147591,252.688700525973,0.08,335.245898142448,12,0.404925739121004,3.95167496001987,8,1.59420289855072,2.28369437908191,4,0.395145989423255,1.4375,4,4,0.469710996395655,0.420289855072464,0.202898550724638,0.115942028985507,70,19.5,3.58974358974359,0.764468066285602,1.10270566635141,0.192928557093692,0.892325315005727,1.43970944225284,0.5,4.12757488742155,-0.523190337803071,0.835820895522388,minor,descending,-1,ccac,sioux
sioux101,0.904538903611934,0.728588516746411,0.0282938406622617,269.373769487878,0.0844444444444445,192.178758771069,10,0.58026730476799,3.62031306196946,3,1,1.10335456873474,4,0.437613981579934,0.875,2,1,0.419260176889138,0.375,0.458333333333333,0.0416666666666667,25,6.5,3.84615384615385,0.637823592019519,1.07796454845048,0.16570488595716,2.33308913308913,4.3253012054375,0.2,3.69957906333973,-0.932067201174958,0.4,minor,descending,-1,cccc,sioux
sioux102,0.701409160126737,0.0642651977178831,0.0388780010465298,360.391202482291,0.472101823185415,285.605976248217,9,0.492258617607958,2.9717168758945,7,1.66666666666667,1.82279473478538,3,0.472403108707682,0.875,2,1,0.456658796718937,0.0952380952380952,0.222222222222222,0.206349206349206,64,18,3.55555555555556,0.748820491924829,1.07387994644693,0.161330373341996,4.01454545454545,5.84072039595105,0.473684210526316,3.24717071418471,-0.363985657064464,1.74509803921569,minor,descending,-1,bbeb,sioux
sioux103,0.730429984449012,0.300876171647218,0.0312134081496788,267.679106183111,0.311951447245565,288.890563689135,7,0.475147103752878,2.38847878740306,4,0.533333333333333,1.01354463506682,4,0.323803314163793,1.375,3,1,0.407475121233207,0.0888888888888889,0,0.333333333333333,46,15,3.06666666666667,0.621281822952319,1.50059781791866,0.2426316007853,0.40105576841209,0.481817705225442,0,2.37260441301964,-0.672292601022597,0.5,major,descending,-1,cccc,sioux
sioux104,0.82710124749283,0.449526748641326,0.019646735294149,186.051612483717,0.211450267872529,337.646788429969,19,0.654333053681985,5.54310837167812,12,1.63095238095238,2.08135591755385,6,0.608551729811252,0.875,6,1,0.48956161536458,0.297619047619048,0.321428571428571,0.0833333333333333,85,23,3.69565217391304,0.735977277524462,1.00690741731195,0.201459619561278,2.32427493455161,3.51342213507407,0.25,6.23192887182385,-0.669604764367311,1.98275862068966,major,descending,-1,bbcb,sioux
sioux105,0.755506088012573,0.132971832692377,0.0253787726981827,241.694154604264,0.494417077175698,385.805773102353,19,0.633178769165497,6.24553352110216,15,1.28571428571429,2.0071301473924,4,0.438581134597727,0.9167,6,4,0.563240452042104,0.252747252747253,0.197802197802198,0.153846153846154,92,32.5,2.83076923076923,0.91822554810162,1.46112469328724,0.221730409640315,1.03554256010396,1.83255073582034,0.625,6.67967554854687,-0.748388163735788,1.54054054054054,minor,descending,-1,cccc,sioux
sioux106,0.903337073790346,0.729761904761905,0.0153154381590567,136.40873015873,0.0814229249011858,233.028597272452,15,0.634521256839287,4.72169931745388,8,1.4,1.71841239999908,4,0.508482704347141,0.875,2,2,0.349118270021608,0.514285714285714,0.342857142857143,0,36,12,3,0.820877001100932,1.09088612137416,0.218508207870662,3.57222222222222,3.65357053487182,0.5,4.76300954446188,-0.783874410451041,0.777777777777778,major,descending,-1,cdbb,sioux
sioux107,0.716986170119263,0.0664190697426561,0.0349813881888299,334.275942832667,0.386559283584455,380.161908037471,17,0.586131896921912,5.48552467979666,12,1.44303797468354,2.17648761648057,4,0.427993830002013,2.375,4,4,0.506719625973933,0.253164556962025,0.316455696202532,0.0253164556962025,80,42.5,1.88235294117647,0.777249632074768,1.16916433758597,0.22122911543109,2.01825769431403,3.05356728316835,0.529411764705882,5.72169898034755,-0.588996128311702,1.38709677419355,major,descending,-1,dbcc,sioux
sioux108,0.887446206222031,0.677646942214293,0.0119408444629515,109.202821744072,0.103454961417659,298.342752210415,19,0.688247248642618,6.36168967893716,7,1.46153846153846,1.67776751850602,6,0.584866193515274,1.4375,14,5,0.586369481637418,0.230769230769231,0.246153846153846,0.153846153846154,66,24,2.75,0.84476159043665,1.23728773357389,0.235827992542427,1.7936660724896,2.41042000264989,0.5,6.25291598642852,-0.960305317331007,0.841269841269841,major,descending,-1,ccbc,sioux
sioux109,0.857359124565144,0.6298445998446,0.0138852158787701,124.636590638922,0.122670447831738,300.335474128843,19,0.638528850462028,5.97718445232979,7,1.08955223880597,1.60237837701925,4,0.396682030428879,1.4167,12,4,0.593050801324839,0.388059701492537,0.119402985074627,0.149253731343284,68,20,3.4,0.837143828997692,1.23429647017216,0.197073903055964,2.39182770065995,4.09998234105544,0.4,5.75069489742576,-0.870459209240161,0.816666666666667,minor,descending,-1,ccbc,sioux
sioux110,0.895402620058357,0.709837824193854,0.0105305891092342,93.2296057469909,0.103333333333333,282.38657812122,20,0.61251847199238,5.49110734615575,7,1.27118644067797,1.83669970584964,5,0.450948058253714,1.25,2,1,0.434728787354821,0.271186440677966,0.423728813559322,0.0338983050847458,60,18,3.33333333333333,0.801772116593845,1.09796728089699,0.186100352447743,1.75512469419798,4.44420866454412,0.222222222222222,5.94984650227831,-0.938734261590162,0.944444444444444,major,descending,-1,ccbb,sioux
sioux111,0.761359563017809,0.288076105096936,0.0310096213532586,285.270940670711,0.292990777338603,317.459196425369,12,0.500479167458645,3.56446846218118,5,1.03448275862069,1.544265194494,3,0.348070617514946,0.875,9,5,0.504803174718923,0.431034482758621,0.172413793103448,0.120689655172414,59,22,2.68181818181818,0.765307122986084,1.11309100312694,0.194993139937758,1.37479641350609,1.76536055131872,0.6,3.72729558191948,-0.582238985706173,0.905660377358491,minor,descending,-1,cbcc,sioux
sioux112,0.867090821141244,0.654315456522353,0.0206802259043638,187.583645428563,0.0970606060606061,256.177542848928,16,0.577169774780299,5.67364467537746,5,0.95,1.39504618065276,4,0.364899564714455,0.875,3,1,0.406188194711676,0.175,0,0.25,41,13,3.15384615384615,0.724495139167557,1.22058694971533,0.197314352259555,1.51692307692308,2.36454247219104,0.333333333333333,5.78301849313428,-0.938950388386179,0.527777777777778,major,descending,-1,bcbc,sioux
sioux113,0.692108100113345,0.190391074353923,0.0270777449091077,245.195986814421,0.264708994708995,369.31466491797,15,0.521758835174027,4.24804636006049,7,0.710843373493976,1.67135201939326,5,0.276553928706143,1.625,9,5,0.497465375314828,0.253012048192771,0.0602409638554217,0.132530120481928,84,32,2.625,0.858006942286713,1.16085324427103,0.216451562047292,0.46875,0.389062613425992,0,4.28051925068982,-0.770663259704082,0.836065573770492,minor,descending,-1,cccc,sioux
sioux114,0.825568705257116,0.549638447971781,0.0135654807366351,120.216453751139,0.0934580551532701,337.49589772926,19,0.659837071247966,5.26061141498075,12,1.24719101123596,1.83576153925536,6,0.512612523959442,1.8334,6,2,0.494021458023622,0.370786516853933,0.303370786516854,0.0561797752808989,90,48.5,1.85567010309278,0.700658027840921,1.01381800022974,0.20001025890899,0.676785153316526,1.00138491112545,0.8,5.56956519821567,-0.675486330383148,0.830508474576271,major,descending,-1,cccc,sioux
sioux115,0.826413892372915,0.402838952616715,0.0227220551177576,211.517605082687,0.315612509534706,300.818559730006,12,0.527337038440112,4.37697323921933,11,1.66071428571429,2.20970409960072,5,0.508530402367153,0.875,2,2,0.515237555569767,0.178571428571429,0.285714285714286,0.178571428571429,57,20.5,2.78048780487805,0.752824398790724,1.36042338902295,0.257681272025733,2.54389287422286,4.56440906926737,0.571428571428571,4.38406091191319,-0.377541088448676,1.22222222222222,major,descending,-1,ccbc,sioux
sioux116,0.849457725998883,0.508025190061788,0.018918430733327,180.111449732477,0.205857931664383,324.721680154328,19,0.623597032280674,5.91355139405164,12,1.47297297297297,2.0886055712212,5,0.541696536726053,0.875,2,1,0.471987412547258,0.189189189189189,0.216216216216216,0.175675675675676,75,21.5,3.48837209302326,0.805391779604162,1.05848190634099,0.198836542151375,2.00318102246942,2.22035812979566,0.181818181818182,6.37825641395475,-0.529722409555007,1.16666666666667,major,descending,-1,bbcb,sioux
sioux117,0.798667481106177,0.549806255643074,0.0149683990471173,127.305582940819,0.121826889904886,319.009823058581,19,0.658618812705111,5.54898031188693,7,1.40789473684211,1.80501251392853,6,0.490560566199256,0.875,4,2,0.304950164891195,0.723684210526316,0.0789473684210526,0.0657894736842105,77,15.25,5.04918032786885,0.789729109015611,1.18984960674091,0.164724181399522,4.51048677898447,6.72156278851906,0.733333333333333,5.97669411282578,-0.901579276627582,1.22988505747126,major,descending,-1,bceb,sioux
